schema_version,map,starting_players_total,lobby_capacity,observed_from_start,wave_1_time_left,wave_1_players_at_roll,wave_1_disasters,wave_1_players_after,wave_1_deaths,wave_1_survival_fraction,wave_1_mortality_fraction,wave_2_time_left,wave_2_players_at_roll,wave_2_disasters,wave_2_players_after,wave_2_deaths,wave_2_survival_fraction,wave_2_mortality_fraction,wave_3_time_left,wave_3_players_at_roll,wave_3_disasters,wave_3_players_after,wave_3_deaths,wave_3_survival_fraction,wave_3_mortality_fraction,wave_count,end_players_total,total_deaths,end_survival_fraction,disaster_count,all_disasters,recorder_moving,player_count_basis,recorder_alive_at_game_start,game_start_players_model,before_wave_1_losses_total_raw,before_wave_1_losses_model,recorder_alive_wave_1_roll,wave_1_players_at_roll_model,wave_1_players_after_model,recorder_alive_wave_2_roll,wave_2_players_at_roll_model,wave_2_players_after_model,recorder_alive_wave_3_roll,wave_3_players_at_roll_model,wave_3_players_after_model,recorder_alive_end,end_players_model,total_deaths_model,end_survival_fraction_model,prediction_model,percentage_based_averages,wave_specific,prediction_wave_1_end_players,prediction_wave_2_end_players,prediction_wave_3_end_players,ticket_to_ride_loss,complete_game,disaster_chat_deaths,fall,void,misc,wave_1_fall,wave_1_void,wave_1_misc,wave_2_fall,wave_2_void,wave_2_misc,wave_3_fall,wave_3_void,wave_3_misc,wave_1_active_disasters,wave_1_deaths_acid_rain,wave_1_deaths_anvil_rain,wave_1_deaths_bat_swarm,wave_1_deaths_blackout,wave_1_deaths_disco,wave_1_deaths_dragons,wave_1_deaths_flood,wave_1_deaths_fragile_ground,wave_1_deaths_grounded,wave_1_deaths_half_health,wave_1_deaths_hot_potato,wave_1_deaths_hypixel_says,wave_1_deaths_lightning,wave_1_deaths_meteor_shower,wave_1_deaths_nuke,wave_1_deaths_purge,wave_1_deaths_red_light_green_light,wave_1_deaths_sinkhole,wave_1_deaths_solar_flare,wave_1_deaths_stampede,wave_1_deaths_swappage,wave_1_deaths_the_floor_is_lava,wave_1_deaths_tnt_rain,wave_1_deaths_tornado,wave_1_deaths_werewolf,wave_1_deaths_withers,wave_1_deaths_zombie_apocalypse,wave_2_active_disasters,wave_2_deaths_acid_rain,wave_2_deaths_anvil_rain,wave_2_deaths_bat_swarm,wave_2_deaths_blackout,wave_2_deaths_disco,wave_2_deaths_dragons,wave_2_deaths_flood,wave_2_deaths_fragile_ground,wave_2_deaths_grounded,wave_2_deaths_half_health,wave_2_deaths_hot_potato,wave_2_deaths_hypixel_says,wave_2_deaths_lightning,wave_2_deaths_meteor_shower,wave_2_deaths_nuke,wave_2_deaths_purge,wave_2_deaths_red_light_green_light,wave_2_deaths_sinkhole,wave_2_deaths_solar_flare,wave_2_deaths_stampede,wave_2_deaths_swappage,wave_2_deaths_the_floor_is_lava,wave_2_deaths_tnt_rain,wave_2_deaths_tornado,wave_2_deaths_werewolf,wave_2_deaths_withers,wave_2_deaths_zombie_apocalypse,wave_3_active_disasters,wave_3_deaths_acid_rain,wave_3_deaths_anvil_rain,wave_3_deaths_bat_swarm,wave_3_deaths_blackout,wave_3_deaths_disco,wave_3_deaths_dragons,wave_3_deaths_flood,wave_3_deaths_fragile_ground,wave_3_deaths_grounded,wave_3_deaths_half_health,wave_3_deaths_hot_potato,wave_3_deaths_hypixel_says,wave_3_deaths_lightning,wave_3_deaths_meteor_shower,wave_3_deaths_nuke,wave_3_deaths_purge,wave_3_deaths_red_light_green_light,wave_3_deaths_sinkhole,wave_3_deaths_solar_flare,wave_3_deaths_stampede,wave_3_deaths_swappage,wave_3_deaths_the_floor_is_lava,wave_3_deaths_tnt_rain,wave_3_deaths_tornado,wave_3_deaths_werewolf,wave_3_deaths_withers,wave_3_deaths_zombie_apocalypse,deaths_acid_rain,deaths_anvil_rain,deaths_bat_swarm,deaths_blackout,deaths_disco,deaths_dragons,deaths_flood,deaths_fragile_ground,deaths_grounded,deaths_half_health,deaths_hot_potato,deaths_hypixel_says,deaths_lightning,deaths_meteor_shower,deaths_nuke,deaths_purge,deaths_red_light_green_light,deaths_sinkhole,deaths_solar_flare,deaths_stampede,deaths_swappage,deaths_the_floor_is_lava,deaths_tnt_rain,deaths_tornado,deaths_werewolf,deaths_withers,deaths_zombie_apocalypse,game_start_total_health,wave_1_total_health,wave_2_total_health,wave_3_total_health,wave_1_player_01_health,wave_1_player_02_health,wave_1_player_03_health,wave_1_player_04_health,wave_1_player_05_health,wave_1_player_06_health,wave_1_player_07_health,wave_1_player_08_health,wave_1_player_09_health,wave_1_player_10_health,wave_1_player_11_health,wave_1_player_12_health,wave_1_player_13_health,wave_1_player_14_health,wave_1_player_15_health,wave_1_player_16_health,wave_2_player_01_health,wave_2_player_02_health,wave_2_player_03_health,wave_2_player_04_health,wave_2_player_05_health,wave_2_player_06_health,wave_2_player_07_health,wave_2_player_08_health,wave_2_player_09_health,wave_2_player_10_health,wave_2_player_11_health,wave_2_player_12_health,wave_2_player_13_health,wave_2_player_14_health,wave_2_player_15_health,wave_2_player_16_health,wave_3_player_01_health,wave_3_player_02_health,wave_3_player_03_health,wave_3_player_04_health,wave_3_player_05_health,wave_3_player_06_health,wave_3_player_07_health,wave_3_player_08_health,wave_3_player_09_health,wave_3_player_10_health,wave_3_player_11_health,wave_3_player_12_health,wave_3_player_13_health,wave_3_player_14_health,wave_3_player_15_health,wave_3_player_16_health
6,Library,16,16,true,210,16,Meteor Shower,15,1,0.9375,0.0625,130,15,Fragile Ground | Blackout,10,5,0.6666666666666666,0.3333333333333333,57,10,Sinkhole | Hot Potato,6,4,0.6,0.4,3,6,10,0.375,5,Meteor Shower | Fragile Ground | Blackout | Sinkhole | Hot Potato,false,excluding_recorder_when_alive,true,15,0,0,true,15,14,true,14,10,false,10,6,false,6,9,0.4,disaster_chat_death_history_wave_specific_v13,false,true,6,8,8,1.79201957462827,true,Meteor Shower=3 | Fragile Ground=0 | Blackout=0 | Sinkhole=0 | Hot Potato=0 | Fall=2 | Void=4 | Misc=0 | Chats=19,2,4,0,0,0,0,0,3,0,2,1,0,Meteor Shower,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Meteor Shower | Fragile Ground | Blackout,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Meteor Shower | Fragile Ground | Blackout | Sinkhole | Hot Potato,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Area 52,16,16,true,179,16,Flood | Nuke,15,1,0.9375,0.0625,129,15,"Zombie Apocalypse | Red Light, Green Light",6,9,0.4,0.6,72,6,Tornado | Hot Potato,0,6,0.0,1.0,3,0,16,0.0,6,"Flood | Nuke | Zombie Apocalypse | Red Light, Green Light | Tornado | Hot Potato",false,excluding_recorder_when_alive,true,15,0,0,true,15,15,false,15,6,false,6,0,false,0,15,0.0,disaster_chat_death_history_wave_specific_v13,false,true,5,6,0,5.946181528704325,true,"Flood=3 | Nuke=0 | Zombie Apocalypse=3 | Red Light, Green Light=5 | Tornado=1 | Hot Potato=0 | Fall=2 | Void=0 | Misc=1 | Chats=14",2,0,1,0,0,0,1,0,1,1,0,0,Flood | Nuke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Flood | Nuke | Zombie Apocalypse | Red Light, Green Light",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,"Flood | Nuke | Zombie Apocalypse | Red Light, Green Light | Tornado | Hot Potato",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Paradise,16,16,true,163,16,Withers | Hypixel Says,14,2,0.875,0.125,112,14,Acid Rain | Swappage,11,3,0.7857142857142857,0.21428571428571427,60,11,Fragile Ground | Anvil Rain,8,3,0.7272727272727273,0.2727272727272727,3,8,8,0.5,6,Withers | Hypixel Says | Acid Rain | Swappage | Fragile Ground | Anvil Rain,false,excluding_recorder_when_alive,true,15,0,0,true,15,13,true,13,10,true,10,8,false,8,7,0.5333333333333333,disaster_chat_death_history_wave_specific_v13,false,true,4,6,6,2.555839002267574,true,Withers=4 | Hypixel Says=0 | Acid Rain=1 | Swappage=0 | Fragile Ground=0 | Anvil Rain=0 | Fall=2 | Void=0 | Misc=0 | Chats=20,2,0,0,1,0,0,1,0,0,0,0,0,Withers | Hypixel Says,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Withers | Hypixel Says | Acid Rain | Swappage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Withers | Hypixel Says | Acid Rain | Swappage | Fragile Ground | Anvil Rain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Library,14,16,true,178,14,Flood | Grounded,12,2,0.8571428571428571,0.14285714285714285,126,12,Dragons | Swappage,9,3,0.75,0.25,51,9,Fragile Ground | Hypixel Says,2,7,0.2222222222222222,0.7777777777777778,3,2,12,0.14285714285714285,6,Flood | Grounded | Dragons | Swappage | Fragile Ground | Hypixel Says,false,excluding_recorder_when_alive,true,13,0,0,true,13,11,true,11,8,true,8,2,false,2,11,0.15384615384615385,disaster_chat_death_history_wave_specific_v13,false,true,4,5,5,3.515145005370569,true,Flood=3 | Grounded=0 | Dragons=3 | Swappage=0 | Fragile Ground=0 | Hypixel Says=0 | Fall=4 | Void=1 | Misc=0 | Chats=14,4,1,0,2,0,0,0,1,0,2,0,0,Flood | Grounded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flood | Grounded | Dragons | Swappage,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flood | Grounded | Dragons | Swappage | Fragile Ground | Hypixel Says,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Paradise,16,16,true,193,16,Lightning | Hot Potato,15,1,0.9375,0.0625,131,15,Fragile Ground | Hypixel Says,14,1,0.9333333333333333,0.06666666666666667,72,14,Zombie Apocalypse | Grounded,1,13,0.07142857142857142,0.9285714285714286,3,1,15,0.0625,6,Lightning | Hot Potato | Fragile Ground | Hypixel Says | Zombie Apocalypse | Grounded,false,excluding_recorder_when_alive,true,15,0,0,true,15,14,true,14,13,true,13,1,false,1,14,0.06666666666666667,disaster_chat_death_history_wave_specific_v13,false,true,5,8,10,17.388096730855352,true,Lightning=0 | Hot Potato=1 | Fragile Ground=0 | Hypixel Says=1 | Zombie Apocalypse=9 | Grounded=0 | Fall=2 | Void=1 | Misc=0 | Chats=13,2,1,0,0,0,0,0,0,0,2,1,0,Lightning | Hot Potato,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lightning | Hot Potato | Fragile Ground | Hypixel Says,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lightning | Hot Potato | Fragile Ground | Hypixel Says | Zombie Apocalypse | Grounded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Melon Mall,16,16,true,239,16,Dragons,16,0,1.0,0.0,159,16,Fragile Ground,13,3,0.8125,0.1875,79,13,Sinkhole | Purge,7,6,0.5384615384615384,0.46153846153846156,3,7,9,0.4375,4,Dragons | Fragile Ground | Sinkhole | Purge,false,excluding_recorder_when_alive,true,15,0,0,true,15,15,true,15,12,true,12,7,false,7,8,0.4666666666666667,disaster_chat_death_history_wave_specific_v13,false,true,5,10,10,3.3772693704203527,true,Dragons=1 | Fragile Ground=0 | Sinkhole=0 | Purge=2 | Fall=3 | Void=1 | Misc=1 | Chats=16,3,1,1,0,0,0,2,0,0,1,1,1,Dragons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dragons | Fragile Ground,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dragons | Fragile Ground | Sinkhole | Purge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Area 52,13,16,true,176,13,Zombie Apocalypse | Hypixel Says,11,2,0.8461538461538461,0.15384615384615385,106,11,Tornado | Anvil Rain,8,3,0.7272727272727273,0.2727272727272727,49,8,TNT Rain | Blackout,2,6,0.25,0.75,3,2,11,0.15384615384615385,6,Zombie Apocalypse | Hypixel Says | Tornado | Anvil Rain | TNT Rain | Blackout,false,excluding_recorder_when_alive,true,12,0,0,true,12,11,false,11,8,false,8,2,false,2,10,0.16666666666666666,disaster_chat_death_history_wave_specific_v13,false,true,1,3,4,1.3676085818942953,true,Zombie Apocalypse=3 | Hypixel Says=1 | Tornado=4 | Anvil Rain=1 | TNT Rain=0 | Blackout=0 | Fall=0 | Void=1 | Misc=0 | Chats=10,0,1,0,0,0,0,0,1,0,0,0,0,Zombie Apocalypse | Hypixel Says,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zombie Apocalypse | Hypixel Says | Tornado | Anvil Rain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Zombie Apocalypse | Hypixel Says | Tornado | Anvil Rain | TNT Rain | Blackout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Area 52,14,16,true,171,14,Zombie Apocalypse | Blackout,4,10,0.2857142857142857,0.7142857142857143,116,4,Withers | Bat Swarm,3,1,0.75,0.25,61,3,Meteor Shower | Nuke,1,2,0.3333333333333333,0.6666666666666666,3,1,13,0.07142857142857142,6,Zombie Apocalypse | Blackout | Withers | Bat Swarm | Meteor Shower | Nuke,false,excluding_recorder_when_alive,true,13,0,0,true,13,4,false,4,3,false,3,1,false,1,12,0.07692307692307693,disaster_chat_death_history_wave_specific_v13,false,true,4,0,0,1.313463832795723,true,Zombie Apocalypse=8 | Blackout=0 | Withers=1 | Bat Swarm=1 | Meteor Shower=0 | Nuke=0 | Fall=1 | Void=1 | Misc=0 | Chats=15,1,1,0,1,1,0,0,0,0,0,0,0,Zombie Apocalypse | Blackout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Zombie Apocalypse | Blackout | Withers | Bat Swarm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zombie Apocalypse | Blackout | Withers | Bat Swarm | Meteor Shower | Nuke,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Area 52,16,16,true,183,16,Meteor Shower | Hypixel Says,15,1,0.9375,0.0625,120,15,Zombie Apocalypse,9,6,0.6,0.4,53,9,Stampede | Anvil Rain,4,5,0.4444444444444444,0.5555555555555556,3,4,12,0.25,5,Meteor Shower | Hypixel Says | Zombie Apocalypse | Stampede | Anvil Rain,false,excluding_recorder_when_alive,true,15,0,0,true,15,14,true,14,8,true,8,4,false,4,11,0.26666666666666666,disaster_chat_death_history_wave_specific_v13,false,true,5,7,4,1.2125757499029397,true,Meteor Shower=3 | Hypixel Says=0 | Zombie Apocalypse=3 | Stampede=1 | Anvil Rain=1 | Fall=1 | Void=1 | Misc=1 | Chats=21,1,1,1,1,0,0,0,1,0,0,0,1,Meteor Shower | Hypixel Says,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meteor Shower | Hypixel Says | Zombie Apocalypse,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,Meteor Shower | Hypixel Says | Zombie Apocalypse | Stampede | Anvil Rain,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Castle,16,16,true,198,16,Sinkhole | Disco,14,2,0.875,0.125,144,14,Lightning,13,1,0.9285714285714286,0.07142857142857142,70,13,Acid Rain | Swappage,11,2,0.8461538461538461,0.15384615384615385,3,11,5,0.6875,5,Sinkhole | Disco | Lightning | Acid Rain | Swappage,false,excluding_recorder_when_alive,true,15,0,0,true,15,14,false,14,13,false,13,11,false,11,4,0.7333333333333333,disaster_chat_death_history_wave_specific_v13,false,true,6,8,10,3.0398989898989908,true,Sinkhole=1 | Disco=0 | Lightning=0 | Acid Rain=1 | Swappage=0 | Fall=1 | Void=0 | Misc=1 | Chats=15,1,0,1,0,0,1,1,0,0,0,0,0,Sinkhole | Disco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sinkhole | Disco | Lightning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sinkhole | Disco | Lightning | Acid Rain | Swappage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cruise Ship,15,16,true,198,15,Dragons | Hypixel Says,14,1,0.9333333333333333,0.06666666666666667,134,14,Stampede,10,4,0.7142857142857143,0.2857142857142857,79,10,Flood | Grounded,2,8,0.2,0.8,3,2,13,0.13333333333333333,5,Dragons | Hypixel Says | Stampede | Flood | Grounded,false,excluding_recorder_when_alive,true,14,0,0,true,14,13,true,13,10,false,10,2,false,2,12,0.14285714285714285,disaster_chat_death_history_wave_specific_v13,false,true,4,6,7,7.199723639455783,true,Dragons=2 | Hypixel Says=0 | Stampede=1 | Flood=7 | Grounded=0 | Fall=1 | Void=0 | Misc=1 | Chats=18,1,0,1,0,0,0,1,0,1,0,0,0,Dragons | Hypixel Says,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dragons | Hypixel Says | Stampede,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dragons | Hypixel Says | Stampede | Flood | Grounded,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Gondola,15,16,true,177,15,The Floor is Lava | Swappage,8,7,0.5333333333333333,0.4666666666666667,126,8,Dragons | Nuke,6,2,0.75,0.25,65,6,Meteor Shower | Hypixel Says,5,1,0.8333333333333334,0.16666666666666666,3,5,10,0.3333333333333333,6,The Floor is Lava | Swappage | Dragons | Nuke | Meteor Shower | Hypixel Says,false,excluding_recorder_when_alive,true,14,0,0,true,14,8,false,8,6,false,6,5,false,5,9,0.35714285714285715,disaster_chat_death_history_wave_specific_v13,false,true,0,0,3,5.776053255310221,true,The Floor is Lava=6 | Swappage=0 | Dragons=0 | Nuke=0 | Meteor Shower=0 | Hypixel Says=1 | Fall=0 | Void=1 | Misc=1 | Chats=10,0,1,1,0,0,1,0,1,0,0,0,0,The Floor is Lava | Swappage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,The Floor is Lava | Swappage | Dragons | Nuke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,The Floor is Lava | Swappage | Dragons | Nuke | Meteor Shower | Hypixel Says,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cruise Ship,16,16,true,192,16,"Dragons | Red Light, Green Light",12,4,0.75,0.25,117,12,Acid Rain,6,6,0.5,0.5,59,6,Flood | Bat Swarm,0,6,0.0,1.0,3,0,16,0.0,5,"Dragons | Red Light, Green Light | Acid Rain | Flood | Bat Swarm",false,excluding_recorder_when_alive,true,15,0,0,true,15,11,true,11,6,false,6,0,false,0,15,0.0,disaster_chat_death_history_wave_specific_v13,false,true,2,2,0,1.1490599165476014,true,"Dragons=0 | Red Light, Green Light=4 | Acid Rain=1 | Flood=4 | Bat Swarm=1 | Fall=3 | Void=0 | Misc=2 | Chats=20",3,0,2,1,0,2,2,0,0,0,0,0,"Dragons | Red Light, Green Light",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Dragons | Red Light, Green Light | Acid Rain",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"Dragons | Red Light, Green Light | Acid Rain | Flood | Bat Swarm",0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Area 52,15,16,true,207,15,Tornado,14,1,0.9333333333333333,0.06666666666666667,142,14,Stampede | Bat Swarm,1,13,0.07142857142857142,0.9285714285714286,74,1,"Zombie Apocalypse | Red Light, Green Light",0,1,0.0,1.0,3,0,15,0.0,5,"Tornado | Stampede | Bat Swarm | Zombie Apocalypse | Red Light, Green Light",false,excluding_recorder_when_alive,true,14,0,0,true,14,13,true,13,1,false,1,0,false,0,14,0.0,disaster_chat_death_history_wave_specific_v13,false,true,4,5,0,4.258518381020278,true,"Tornado=5 | Stampede=2 | Bat Swarm=1 | Zombie Apocalypse=0 | Red Light, Green Light=1 | Fall=1 | Void=2 | Misc=2 | Chats=14",1,2,2,0,0,0,1,2,2,0,0,0,Tornado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tornado | Stampede | Bat Swarm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,"Tornado | Stampede | Bat Swarm | Zombie Apocalypse | Red Light, Green Light",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Library,16,16,true,207,16,"Zombie Apocalypse | Red Light, Green Light",8,8,0.5,0.5,153,8,TNT Rain | Hypixel Says,3,5,0.375,0.625,73,3,Lightning | Grounded,0,3,0.0,1.0,3,0,16,0.0,6,"Zombie Apocalypse | Red Light, Green Light | TNT Rain | Hypixel Says | Lightning | Grounded",false,excluding_recorder_when_alive,true,15,0,0,true,15,8,false,8,3,false,3,0,false,0,15,0.0,disaster_chat_death_history_wave_specific_v13,false,true,1,0,0,0.10938375350140055,true,"Zombie Apocalypse=1 | Red Light, Green Light=8 | TNT Rain=0 | Hypixel Says=1 | Lightning=1 | Grounded=0 | Fall=4 | Void=0 | Misc=0 | Chats=14",4,0,0,2,0,0,0,0,0,2,0,0,"Zombie Apocalypse | Red Light, Green Light",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,"Zombie Apocalypse | Red Light, Green Light | TNT Rain | Hypixel Says",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"Zombie Apocalypse | Red Light, Green Light | TNT Rain | Hypixel Says | Lightning | Grounded",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Monorail,16,16,true,192,16,Tornado | Bat Swarm,14,2,0.875,0.125,128,14,"Acid Rain | Red Light, Green Light",9,5,0.6428571428571429,0.35714285714285715,65,9,Lightning | Nuke,2,7,0.2222222222222222,0.7777777777777778,3,2,14,0.125,6,"Tornado | Bat Swarm | Acid Rain | Red Light, Green Light | Lightning | Nuke",false,excluding_recorder_when_alive,true,15,0,0,true,15,13,true,13,9,false,9,2,false,2,13,0.13333333333333333,disaster_chat_death_history_wave_specific_v13,false,true,5,3,5,2.840317557291389,true,"Tornado=4 | Bat Swarm=1 | Acid Rain=1 | Red Light, Green Light=6 | Lightning=0 | Nuke=0 | Fall=0 | Void=0 | Misc=1 | Chats=14",0,0,1,0,0,0,0,0,0,0,0,1,Tornado | Bat Swarm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Tornado | Bat Swarm | Acid Rain | Red Light, Green Light",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,"Tornado | Bat Swarm | Acid Rain | Red Light, Green Light | Lightning | Nuke",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
